category,subcategory,name,description,url,price,image
Accessories,sunglasses,Iris Gradient Sunglasses,"The Iris Gradient Sunglasses are a stylish accessory that combines modern elegance with functional design. Featuring a sleek gradient lens that transitions from a bold gradient at the top to a subtle tint at the bottom, these sunglasses offer both fashion and UV protection. The frame is crafted from high-quality, lightweight plastic, providing a comfortable fit and a polished look that complements any outfit. The temples are adorned with a subtle iris pattern, adding a touch of sophistication. The lenses are made from polarized glass, reducing glare and enhancing contrast sensitivity for clear vision. These sunglasses are perfect for both casual outings and formal events, making them a versatile addition to any wardrobe.",/images/generic_product_image.jpg,59.99,/images/generic_product_image.jpg
Tops,top blouse sweater,Xanadu Silk Blend Sweater,"The Xanadu Silk Blend Sweater is a luxurious and timeless piece designed to elevate any outfit. This elegant sweater features a classic round neckline and long sleeves, making it versatile for both casual and formal occasions. The soft, silk blend fabric drapes beautifully, providing a smooth and luxurious feel against the skin. The versatile design ensures a flattering fit on a variety of body types, while the subtle sheen of the silk adds a touch of sophistication. Whether you're dressing up for a night out or keeping things cozy at home, the Xanadu Silk Blend Sweater is a must-have addition to your wardrobe.",/images/generic_product_image.jpg,169.99,/images/generic_product_image.jpg
Accessories,bag,Woven Wicker Travel Tote,"The Woven Wicker Travel Tote is a stylish and practical accessory designed to complement any outfit, offering a touch of rustic charm and modern sophistication. Perfect for a weekend getaway or daily commutes, this tote is crafted from high-quality woven wicker, providing a sturdy yet elegant look that will last for years.

Featuring ample space with dimensions of 19 inches in height, 14 inches in width, and 6 inches in depth, this tote ensures you can carry all your essentials comfortably. It includes two exterior zippered pockets and an interior compartment with a slip pocket, allowing for organized storage of items such as phones, wallets, and keys.

The ergonomic handle is designed for comfortable carrying, whether you prefer to hold the tote by the handles or sling it over your shoulder. Its versatile design and timeless aesthetic make it a perfect companion for both casual outings and more formal events.

This tote is perfect for a variety of occasions, from shopping trips to beach days. Pair it with a sundress and sandals or jeans and a blouse for a stylish and functional ensemble.",/images/generic_product_image.jpg,159.99,/images/generic_product_image.jpg
Accessories,bag,Faux Leather Tote Bag,"The Faux Leather Tote Bag is a sophisticated accessory designed to add a touch of modern elegance to any outfit. Ideal for both casual and formal settings, this tote offers a spacious interior with ample room for your essentials. The exterior is crafted from high-quality faux leather, giving it a luxurious feel and a stylish appearance that will complement any wardrobe. The bag features a large main compartment, two side pockets, and a secure top zip closure to keep your belongings organized and safe. The dimensions of the bag are 15 inches in height, 18 inches in length, and 6 inches in width, making it perfect for a day out or a night on the town. Pair it with a chic blazer and heels for a polished look or with a casual t-shirt and jeans for a more relaxed vibe.",/images/generic_product_image.jpg,89.99,/images/generic_product_image.jpg
Bottoms,skirt,Tulip Tulle Skirt,"The Tulip Tulle Skirt is a stunning blend of femininity and elegance, perfect for adding a touch of whimsy to any ensemble. Crafted from 100% tulle, this skirt features a tulip silhouette that flares beautifully at the hem, creating a graceful and flowing look. The delicate and sheer material ensures a light and airy feel, making it ideal for both casual outings and special occasions. The high waistband adds a modern twist, accentuating your figure and adding a touch of sophistication. The skirt comes in a versatile length, hitting just above the knee, and pairs beautifully with a variety of tops, blouses, or sweaters. Its lightweight construction means you can wear it all day without feeling weighed down.",/images/generic_product_image.jpg,129.99,/images/generic_product_image.jpg
Dresses,dress,Gardenia Floral Maxi Dress,"Introducing the Gardenia Floral Maxi Dress, a perfect blend of floral charm and feminine elegance. This dress features a flowing maxi skirt that drapes beautifully over the body, making it a standout choice for both casual outings and special occasions. The V-neck design highlights the neckline, while the adjustable spaghetti straps allow for a customizable fit, adding a touch of sophistication to your look.

Crafted from 100% cotton, this dress offers a soft and breathable feel, ensuring all-day comfort. The intricate gardenia floral print adds a touch of whimsy and sophistication, perfect for adding a pop of color to any ensemble. The A-line silhouette is flattering on all body types, creating a balanced and elegant look.

The Gardenia Floral Maxi Dress is incredibly versatile, transitioning effortlessly from day to night. Pair it with sandals and a sun hat for a chic daytime look, or dress it up with heels and statement jewelry for a sophisticated evening ensemble. Its timeless design ensures it will remain a staple in your wardrobe for years to come.",/images/generic_product_image.jpg,149.99,/images/generic_product_image.jpg
Accessories,bag,Zestful Zippered Crossbody Bag,"The Zestful Zippered Crossbody Bag is a stylish and practical accessory designed to enhance your everyday style with its sleek and modern design. Perfect for the modern woman on the go, this crossbody bag offers a spacious interior with ample room for your essentials, ensuring you stay organized and stylish wherever you go.

Crafted from high-quality faux leather, the bag features a sleek, black finish that complements a wide range of outfits. The zippered closure provides secure access to your belongings, keeping your valuables safe and protected. Inside, the bag is lined with a durable, polyester fabric, offering a smooth and easy-to-clean surface.

This crossbody bag measures 11 inches in height, 13 inches in length, and 2 inches in width, providing ample space for your phone, wallet, keys, and more. It includes two interior pockets and one exterior pocket, allowing you to organize your items efficiently. The adjustable strap allows you to customize the fit, making it comfortable to wear for extended periods.

Whether you're heading to the office, running errands, or exploring a new city, the Zestful Zippered Crossbody Bag is the perfect companion. Its versatile design and high-quality materials make it a must-have for any woman's accessory collection.",/images/generic_product_image.jpg,149.99,/images/generic_product_image.jpg
Footwear,shoes,Uniquely Elegant Lace-Up Ankle Boots,"The Uniquely Elegant Lace-Up Ankle Boots are a perfect blend of timeless style and modern comfort, designed to elevate your wardrobe with their classic yet chic look. Featuring a stylish lace-up front, these ankle boots offer a secure and adjustable fit, making them perfect for a variety of occasions. The subtle yet elegant design is enhanced by a touch of lace detailing, adding a sophisticated touch to any outfit.

Crafted from high-quality leather, these boots provide durability and a luxurious feel, ensuring they stand the test of time. The 1-inch block heel adds a subtle lift, offering both style and comfort, while the rubber sole ensures a secure grip on any surface. The inside is lined with a soft, breathable leather, ensuring your feet stay comfortable throughout the day.

These ankle boots are versatile enough to pair with both casual and formal attire, making them a must-have addition to any shoe collection. Whether you're dressing up for a night out or keeping it casual for a weekend brunch, the Uniquely Elegant Lace-Up Ankle Boots are sure to complement your style with their timeless design.",/images/generic_product_image.jpg,59.99,/images/generic_product_image.jpg
Tops,top blouse sweater,Radiant Silk Blouse Sweater,"The Radiant Silk Blouse Sweater is a luxurious blend of elegance and comfort, perfect for adding a touch of sophistication to any outfit. This versatile top combines the classic silhouette of a blouse with the cozy feel of a sweater, making it a must-have for your wardrobe. Crafted from 100% silk, this blouse sweater drapes beautifully, highlighting your features with its smooth and flowing texture. The design features a subtle V-neck and a relaxed fit, ensuring a comfortable and flattering look. Pair it with tailored trousers for a polished business look or with jeans for a casual yet stylish ensemble. The timeless design and premium material make this blouse sweater a perfect choice for both everyday wear and special occasions.",/images/generic_product_image.jpg,79.99,/images/generic_product_image.jpg
Accessories,bag,Diamante Flap Shoulder Bag,"The Diamante Flap Shoulder Bag is a stunning blend of luxury and practicality, designed to elevate any outfit with its sleek, modern aesthetic. This shoulder bag is perfect for the fashion-forward woman who appreciates both style and functionality.

Crafted from premium leather, the bag features a chic flap closure with a silver-toned clasp that adds a touch of sophistication. The exterior is adorned with subtle diamante embellishments, catching the light and adding a glamorous sparkle to your ensemble. Inside, the bag is lined with a soft, high-quality fabric that ensures your belongings stay safe and secure.

The bag measures 16 inches in height, 12 inches in width, and 3 inches in depth, offering ample space for your essentials. It includes multiple pockets, including a main compartment and two side pockets, allowing you to organize your items efficiently. The bag features a detachable shoulder strap, made from the same premium leather as the bag, which can be adjusted to your preferred length for a comfortable fit.

Whether you're running errands or attending a formal event, the Diamante Flap Shoulder Bag is the perfect accessory to carry with you. Its sleek design and versatile size make it suitable for various occasions, from casual outings to more formal events.

This bag is perfect for the modern woman who appreciates both style and practicality, making it a must-have addition to any fashion-conscious wardrobe.",/images/generic_product_image.jpg,69.99,/images/generic_product_image.jpg
Accessories,sunglasses,Navy Aviator Sunglasses,"The Navy Aviator Sunglasses are a timeless style that combines classic design with modern functionality. Inspired by the iconic aviator style, these sunglasses feature a sleek, angular frame in a deep navy blue that exudes sophistication and style. The oversized teardrop lenses offer excellent UV protection and a bold look that will make a statement in any ensemble. Made from lightweight yet durable acetate, these sunglasses are both comfortable and stylish, with a flexible hinge for a secure fit. The iconic aviator style and navy color make them a versatile accessory suitable for everything from casual outings to formal events. Pair with a chic blazer and tailored pants for a polished look, or dress them down with a denim jacket and jeans for a more casual vibe.",/images/generic_product_image.jpg,99.99,/images/generic_product_image.jpg
Accessories,sunglasses,Dazzling Dusk Sunglasses,"Step into summer with the Dazzling Dusk Sunglasses, designed to make a statement wherever you go. These sunglasses combine modern style with comfort, featuring a sleek, oversized frame that exudes a touch of chic and versatility. The gradient lenses offer UV protection and a stylish look, perfect for both sunny days and twilight moments. The lightweight design ensures all-day wear without any discomfort, making them ideal for both casual outings and special events. The hypoallergenic nose pads and temples provide a secure and comfortable fit, while the adjustable nose bridge adds an extra touch of personalization. Whether you're sipping a coffee by the pool or strolling through the city, the Dazzling Dusk Sunglasses are the perfect accessory to elevate any look.",/images/generic_product_image.jpg,99.99,/images/generic_product_image.jpg
Tops,top blouse sweater,Delicate Dove Grey Sweater Blouse,"The Delicate Dove Grey Sweater Blouse is a stylish and comfortable addition to any wardrobe. This top combines the cozy feel of a sweater with the sleek look of a blouse, making it perfect for both casual and formal occasions. The blouse features a soft, breathable fabric that drapes beautifully over the body, providing a flattering fit and feel. The dove grey color exudes a timeless elegance, complementing a wide range of outfits. The relaxed, yet polished design includes subtle ribbing at the neckline and cuffs, adding a touch of texture and detail. Whether you're pairing it with jeans and a blazer for a professional look or layering it under a jacket for a more casual ensemble, the Delicate Dove Grey Sweater Blouse is sure to elevate your style.",/images/generic_product_image.jpg,119.99,/images/generic_product_image.jpg
Accessories,sunglasses,Yonder Sunglasses,"Step into the spotlight with the Yonder Sunglasses, designed to elevate your style with their bold yet timeless design. These stylish sunglasses feature a sleek, cat-eye frame that not only complements any face shape but also adds a touch of sophistication to your outfit. The gradient lenses offer UV protection while providing a modern, sun-kissed aesthetic that is perfect for both casual and formal occasions. Crafted from lightweight yet durable acetate, these sunglasses are both comfortable and easy to wear, ensuring they stay securely in place throughout the day. The temple arms are adorned with subtle detailing, adding a hint of elegance to the overall design. Whether you're lounging by the pool or running errands, the Yonder Sunglasses are your go-to accessory for making a statement.",/images/generic_product_image.jpg,179.99,/images/generic_product_image.jpg
Accessories,bag,Queso Zip Around Tote Bag,"The Queso Zip Around Tote Bag is a modern twist on a classic tote design, perfect for the stylish and practical woman on the go. This bag combines sleek, minimalist aesthetics with functional features, making it an essential addition to any wardrobe. The durable, water-resistant outer fabric is made from high-quality polyester, ensuring your belongings stay safe and dry no matter the weather. The interior of the bag is lined with a soft, smooth material that provides additional protection and comfort for your items. With dimensions of 14 inches in height, 16 inches in width, and 5 inches in depth, this tote offers ample space for all your essentials, including a laptop, phone, and everyday items. The bag features a zippered closure, ensuring secure storage and easy access to your belongings. Two exterior pockets and one interior pocket provide additional storage options, making it perfect for organizing your items. The Queso Zip Around Tote Bag is versatile enough to be carried for a variety of occasions, from a casual lunch date to a formal meeting.",/images/generic_product_image.jpg,119.99,/images/generic_product_image.jpg
Dresses,dress,Crimson Velvet Chiffon Maxi Dress,"Introducing the Crimson Velvet Chiffon Maxi Dress, a perfect blend of elegance and femininity. This dress features a deep crimson velvet bodice that adds a luxurious touch, while the flowing chiffon skirt skims gracefully over the hips, creating a stunning silhouette. The V-neckline and spaghetti straps highlight your shoulders and collarbone, adding a touch of allure. The maxi length ensures a sophisticated look that's perfect for any formal occasion or special event.

Crafted from a combination of high-quality velvet and chiffon, this dress offers a rich, smooth texture that feels luxurious against the skin. The chiffon fabric drapes beautifully, enhancing the dress's flowy shape and ensuring a comfortable fit throughout the day.

The Crimson Velvet Chiffon Maxi Dress is a versatile addition to any wardrobe, suitable for both day and night. Pair it with a pair of silver heels and a clutch for a polished evening look, or style it with a cardigan and loafers for a more casual, daytime ensemble. Its timeless design ensures it will remain a staple in your wardrobe for years to come.",/images/generic_product_image.jpg,119.99,/images/generic_product_image.jpg
Dresses,dress,Urban Lace-Up Dress,"Introducing the Urban Lace-Up Dress, a stylish and versatile dress that combines urban chic with a touch of boho flair. This dress features a flattering V-neckline and lace-up detail on the front, adding a unique twist to the classic dress design. The A-line silhouette ensures a comfortable and flattering fit, making it suitable for all body types. The dress is crafted from 100% soft cotton, providing a comfortable and breathable feel. The flowy fabric drapes beautifully, enhancing the dress's elegant shape and ensuring a comfortable fit throughout the day. Perfect for a variety of occasions, from casual outings to more formal events, pair it with sandals and a hat for a chic daytime look, or dress it up with heels and statement jewelry for a sophisticated evening ensemble. Its timeless design ensures it will remain a staple in your wardrobe for years to come.",/images/generic_product_image.jpg,129.99,/images/generic_product_image.jpg
Dresses,dress,Bella Bloom Floral Maxi Dress,"The Bella Bloom Floral Maxi Dress is a vibrant and enchanting dress designed to turn heads at any gathering. This stunning dress features a beautiful floral print on a flowy, 100% cotton fabric that drapes gracefully over the body, providing a comfortable and luxurious feel. The dress includes a flattering V-neck and adjustable spaghetti straps, allowing for a customizable fit that highlights your shoulders and draws attention to your neckline. The maxi length adds a touch of elegance and sophistication, making it perfect for special occasions, weddings, or a romantic getaway.

The dress features a subtle A-line silhouette that flatters all body types, providing a timeless and classic look. The floral pattern adds a playful and whimsical touch, making this dress versatile enough for both casual outings and more formal events. Pair it with strappy sandals and a wide-brimmed hat for a summer day at the beach, or dress it up with elegant jewelry and heels for a night on the town. The dress is machine washable on a gentle cycle, ensuring its beauty and quality are preserved for years to come.",/images/generic_product_image.jpg,189.99,/images/generic_product_image.jpg
Tops,top blouse sweater,Breeze Silk Blouse Sweater,"The Breeze Silk Blouse Sweater is a luxurious and elegant piece designed to elevate any ensemble. Combining the softness of silk with the cozy comfort of a sweater, this blouse offers a modern take on timeless style. The semi-fitted silhouette flatters all body types, while the delicate v-neckline adds a touch of sophistication. Crafted from 100% silk, the blouse feels smooth and luxurious against the skin, providing a comfortable and chic look for both casual and formal occasions. Pair it with jeans for a stylish everyday outfit, or dress it up with a pencil skirt for a polished business look.",/images/generic_product_image.jpg,69.99,/images/generic_product_image.jpg
Bottoms,skirt,Luminous Linen Skirt,"The Luminous Linen Skirt is a sophisticated yet comfortable addition to any wardrobe. Made from 100% linen, this skirt offers a breathable and light fabric that feels luxurious against the skin. The A-line silhouette flatters all body types, providing a classic and flattering look. The skirt features a subtle sheen that catches the light, adding a touch of elegance to any outfit. Whether you're dressing up for a night out or keeping it casual for the day, the Luminous Linen Skirt is a versatile choice that pairs well with a variety of tops and accessories. Its natural fiber composition ensures easy care, making it perfect for everyday wear.",/images/generic_product_image.jpg,39.99,/images/generic_product_image.jpg
Bottoms,skirt,Elegante Silk Midi Skirt,"The Elegante Silk Midi Skirt is a stunning addition to any woman's wardrobe, combining timeless elegance with modern sophistication. This skirt features a sleek, modern silhouette that flatters all body types, with a comfortable mid-length that adds a touch of grace and femininity. The rich, lustrous fabric is made from 100% silk, offering a smooth and luxurious feel against the skin. The elegant design includes a high waistband for a flattering fit and a side zipper closure for ease of wear. Whether you're dressing up for a special occasion or adding a touch of style to your everyday look, the Elegante Silk Midi Skirt is a versatile and chic choice.",/images/generic_product_image.jpg,69.99,/images/generic_product_image.jpg
Dresses,dress,Halo Elegance Satin Gown,"Introducing the Halo Elegance Satin Gown, a stunning dress designed to make you feel like a princess. This timeless and elegant gown features a fitted bodice with a delicate lace-up front, creating a corset-like silhouette that accentuates your waist and highlights your figure. The A-line skirt flows gracefully to the floor, adding a touch of romance and poise to your every step.

Crafted from luxurious 100% satin, this dress offers a smooth and lustrous texture that feels both glamorous and comfortable against the skin. The intricate lace detailing on the bodice adds a layer of sophistication and charm, perfect for any special occasion.

The Halo Elegance Satin Gown is a versatile choice for events ranging from weddings to formal galas. Pair it with a pair of pearl earrings and a clutch for a classic and elegant look, or add a statement necklace for a more daring ensemble. Its timeless design ensures it will remain a cherished piece in your wardrobe for years to come.",/images/generic_product_image.jpg,179.99,/images/generic_product_image.jpg
Accessories,sunglasses,Halo Haze Sunglasses,"The Halo Haze Sunglasses are a stylish and sophisticated addition to any wardrobe, offering a perfect blend of chic and comfort. These sunglasses feature a sleek, modern frame crafted from high-quality acetate, providing both durability and a lightweight feel. The frame is designed with a subtle, angular shape that complements a variety of facial features and fashion styles.

The Halo Haze Sunglasses boast UV400 protection lenses that shield your eyes from harmful rays while delivering a clear and vibrant view of the world. The lenses are tinted in a light, frosted haze that not only looks fashionable but also provides excellent glare reduction. The temples are designed to fit comfortably behind the ears, while the nose pads are adjustable to ensure a secure and personalized fit.

Perfect for both casual and formal occasions, these sunglasses are the ideal accessory to elevate any outfit. Pair them with a floral dress for a spring look, or wear them with tailored pants and a blazer for a professional touch. Their versatile design and stylish appearance make the Halo Haze Sunglasses a must-have in your collection.",/images/generic_product_image.jpg,139.99,/images/generic_product_image.jpg
Accessories,sunglasses,Carmine Crystal Sunglasses,"The Carmine Crystal Sunglasses are a stunning blend of elegance and sophistication, perfect for the modern woman who appreciates both style and function. Crafted with a sleek, curved frame, these sunglasses offer a fashionable look that complements any face shape. The rose gold temples add a touch of luxury, making them ideal for both casual and formal occasions. The lenses are made from crystal, providing optimal UV protection while giving a clear and vibrant view of the world. The lightweight design ensures all-day comfort, making them a must-have accessory for your wardrobe.",/images/generic_product_image.jpg,119.99,/images/generic_product_image.jpg
Accessories,bag,Vintage Velvet V-Neck Clutch,"The Vintage Velvet V-Neck Clutch is a luxurious accessory that combines timeless elegance with a modern twist. This exquisite clutch features a plush velvet exterior in a deep, rich hue, offering a touch of sophistication to any ensemble. The v-neck design adds a subtle yet stylish flair, making it a perfect choice for both casual outings and more formal events. The clutch is equipped with a magnetic snap closure, ensuring your belongings stay secure and protected. Inside, the spacious interior provides ample room for your essentials, complete with a zippered compartment and two open pockets for easy organization. With dimensions of 10 inches in length, 7 inches in height, and 2 inches in width, this clutch is designed to fit comfortably in your hand or crossbody strap. Crafted from high-quality materials, this clutch is a must-have for every discerning woman's accessory collection.",/images/generic_product_image.jpg,49.99,/images/generic_product_image.jpg
Accessories,bag,Sophisticated Suede Shoulder Bag,"The Sophisticated Suede Shoulder Bag is a perfect blend of elegance and practicality, designed to be your go-to accessory for both casual outings and formal events. Crafted from premium suede, this bag exudes a luxurious feel and a timeless look, making it a versatile addition to any wardrobe.

Featuring a spacious interior with ample room for your essentials, the bag offers 16 inches in height, 18 inches in length, and 4 inches in width. It includes two large main compartments and several smaller pockets to keep your items organized and easily accessible. The top of the bag is secured with a sleek magnetic snap closure, ensuring your belongings stay safe and secure.

The bag is equipped with a sturdy, adjustable shoulder strap, making it comfortable to carry on your shoulder or over your arm. The exterior is finished with a sleek, smooth suede that is both elegant and durable. Whether you're shopping, working, or out for a night on the town, the Sophisticated Suede Shoulder Bag is the perfect companion to elevate any outfit.",/images/generic_product_image.jpg,119.99,/images/generic_product_image.jpg
Tops,top blouse sweater,Xenia Silk Blend Top Blouse Sweater,"The Xenia Silk Blend Top Blouse Sweater is a stunning fusion of comfort and elegance, perfect for the modern woman who appreciates both style and substance. This top combines the softness of silk with the cozy feel of a sweater, creating a unique blend that feels as luxurious as it looks. The versatile design features a round neckline and short sleeves, making it easy to layer over dresses or pants for a chic, put-together look. The ribbed knit construction adds a touch of texture and warmth, while the slightly oversized fit ensures a comfortable and flattering silhouette that complements a wide range of body types. Whether you're dressing up for a night out or keeping things casual with jeans and sneakers, the Xenia Silk Blend Top Blouse Sweater is a must-have addition to any wardrobe. Crafted from a blend of 50% silk and 50% wool, this top is designed to be both stylish and durable.",/images/generic_product_image.jpg,119.99,/images/generic_product_image.jpg
Dresses,dress,Black Velvet Gown,"Elevate your evening wardrobe with the Black Velvet Gown. This elegant dress exudes timeless sophistication with its sleek, form-fitting silhouette and luxurious black velvet fabric. The dress features a plunging neckline that highlights your décolletage and spaghetti straps that add a touch of femininity and allure. The floor-length design ensures a glamorous look, perfect for any special occasion. The subtle texture of the velvet fabric provides a rich, luxurious feel and a subtle sheen, enhancing the dress's elegance. Whether you're attending a black-tie event or a glamorous night out, the Black Velvet Gown is the perfect choice for making a memorable statement.",/images/generic_product_image.jpg,69.99,/images/generic_product_image.jpg
Tops,top blouse sweater,Mystic Merlot Blouse Sweater,"The Mystic Merlot Blouse Sweater is a sophisticated blend of style and comfort, perfect for adding a touch of elegance to any outfit. This top features a chic merlot color that exudes a modern, understated elegance, making it versatile for both casual and formal occasions. The sweater is crafted from a soft blend of 70% cotton and 30% merino wool, providing a luxurious feel against the skin and excellent warmth. The subtle ribbed knit adds a modern twist, while the crew neckline and long sleeves offer a classic yet contemporary look. The fabric is lightweight and breathable, ensuring comfort throughout the day. The regular fit allows for a flattering silhouette, suitable for all body types. The Mystic Merlot Blouse Sweater is a timeless piece that will elevate any ensemble, whether paired with jeans and a blazer for a professional look or with a skirt and heels for a more formal setting.",/images/generic_product_image.jpg,169.99,/images/generic_product_image.jpg
Accessories,bag,Yarnelle Zippered Crossbody Bag,"The Yarnelle Zippered Crossbody Bag is a chic and functional accessory that combines modern design with practicality. This versatile crossbody bag is perfect for everyday use, whether you're running errands, heading to work, or enjoying a leisurely stroll through the city. Crafted from high-quality, durable nylon, the bag offers a sleek, sleek look with a subtle sheen that catches the light beautifully.

Featuring a spacious interior, the Yarnelle bag provides ample room to store your essentials. It includes multiple compartments, including a main zippered pocket, a smaller open pocket, and a secure zippered compartment for valuables. The adjustable shoulder strap ensures a comfortable fit for various body types and preferences, allowing you to wear the bag comfortably on your shoulder or crossbody.

Dimensions: 16 inches in height, 12 inches in length, and 3 inches in width. The bag's compact size makes it easy to carry without feeling bulky, while its sturdy construction ensures it can withstand daily use.

Whether you're carrying your laptop, a book, or a few personal items, the Yarnelle Zippered Crossbody Bag is the perfect companion for all your adventures.",/images/generic_product_image.jpg,179.99,/images/generic_product_image.jpg
Bottoms,skirt,Jade Velvet Midi Skirt,"Introducing the Jade Velvet Midi Skirt, a luxurious addition to your wardrobe that combines elegance with a touch of modern flair. This mid-length skirt is crafted from high-quality velvet, providing a smooth and rich texture that feels sumptuous against the skin. The deep jade green color adds a vibrant pop of color to any outfit, making it a versatile piece suitable for both casual and formal occasions.

The skirt features a flattering A-line silhouette that skims the hips and falls gracefully to the mid-calf, creating a balanced and sophisticated look. The subtle sheen of the velvet fabric enhances the skirt's visual appeal, making it a standout choice for any event.

Pair the Jade Velvet Midi Skirt with a crisp white blouse and strappy sandals for a chic daytime look, or dress it up with a statement necklace and stilettos for a glamorous evening ensemble. Its elegant design ensures it will remain a staple in your wardrobe for years to come.",/images/generic_product_image.jpg,179.99,/images/generic_product_image.jpg
Bottoms,skirt,Qween Floral Print Midi Skirt,"Introducing the Qween Floral Print Midi Skirt, a delightful blend of femininity and elegance designed to elevate any outfit. This versatile midi skirt features a vibrant floral print on a soft, breathable cotton fabric, making it perfect for both casual and formal settings. The elastic waistband ensures a comfortable, tailored fit, while the midi length provides a flattering silhouette that complements a variety of body types. The skirt has a subtle, ruffled hem that adds a touch of charm and sophistication. Whether you're attending a garden party or running errands, the Qween Floral Print Midi Skirt is sure to turn heads.",/images/generic_product_image.jpg,109.99,/images/generic_product_image.jpg
Accessories,sunglasses,Urban Chic Sunglasses,"The Urban Chic Sunglasses are a stylish accessory designed to elevate any look with their sleek and modern design. Perfect for both casual outings and formal events, these sunglasses offer a blend of fashion and functionality. The lightweight frame is crafted from high-quality acetate, providing a comfortable fit while adding a touch of sophistication. The lenses, made from polarized glass, offer excellent UV protection and enhance clarity, making them ideal for a wide range of activities. The frame is available in a variety of colors, ensuring you can find the perfect pair to match your personal style. Whether you're navigating city streets or enjoying a day at the beach, these sunglasses are your go-to accessory for a polished look.",/images/generic_product_image.jpg,39.99,/images/generic_product_image.jpg
Accessories,sunglasses,Ocean Mist Ombre Sunglasses,"The Ocean Mist Ombre Sunglasses are a perfect blend of elegance and style, designed to complement any look. These sunglasses feature a sleek, oversized frame that transitions from a soft blue at the top to a deeper navy at the bottom, creating a striking ombre effect that catches the light beautifully. The gradient color adds a modern twist to classic aviator style, making them ideal for both casual outings and more formal events.

Crafted from lightweight, durable acetate, these sunglasses offer a comfortable fit and a stylish look. The oversized lenses provide excellent UV protection and a bold, contemporary aesthetic. The slightly curved temples ensure a snug fit, while the adjustable nose pads allow for a personalized touch to suit your face shape.

Whether you're hitting the beach, running errands, or attending a social event, the Ocean Mist Ombre Sunglasses are the perfect accessory to elevate any outfit. Pair them with a floral dress and sandals for a summer look, or dress them up with a tailored blazer and heels for a more polished appearance.",/images/generic_product_image.jpg,79.99,/images/generic_product_image.jpg
Footwear,shoes,Ava's Ankle Strap Sandals,"Ava's Ankle Strap Sandals are a perfect blend of elegance and comfort, designed to elevate any outfit with their stylish and practical design. Featuring a sleek ankle strap that offers a modern twist on classic sandals, these shoes provide a secure and stylish fit. The pointed toe adds a touch of sophistication, making them a versatile choice for both casual and formal occasions.

With a heel height of 1.5 inches, these sandals offer a comfortable and stylish silhouette, perfect for all-day wear. The lightweight EVA sole provides cushioning and flexibility, ensuring a comfortable stride. The breathable upper is crafted from high-quality synthetic leather, offering durability and a smooth finish.

The adjustable ankle strap ensures a personalized fit, making these sandals perfect for a variety of foot shapes and sizes. The design is both timeless and trendy, making them a versatile addition to any wardrobe. Pair them with a flowy dress and statement jewelry for a sophisticated look, or wear them with jeans and a casual top for a stylish everyday ensemble.",/images/generic_product_image.jpg,69.99,/images/generic_product_image.jpg
Tops,top blouse sweater,Vivacious Velvet Blouse Sweater,"The Vivacious Velvet Blouse Sweater is a luxurious blend of style and comfort, perfect for adding a touch of elegance to any outfit. This chic sweater features a flattering V-neckline and long sleeves, designed to highlight your shoulders and neck, creating a sophisticated and alluring look. The sweater is crafted from 100% soft velvet, offering a sumptuous texture that feels luxurious against the skin. The relaxed fit ensures a comfortable wear, making it suitable for both casual and formal occasions. Pair it with jeans for a stylish daytime look or dress it up with a pencil skirt and heels for a night out.",/images/generic_product_image.jpg,109.99,/images/generic_product_image.jpg
Accessories,sunglasses,Zephyr Sunglasses,"The Zephyr Sunglasses are a perfect blend of modern sophistication and timeless style, designed to elevate any look with their sleek, lightweight frame. These sunglasses feature a sleek, wrap-around design that not only provides excellent UV protection but also enhances your overall facial structure. Crafted from high-quality polycarbonate, they are both lightweight and durable, ensuring they can withstand the demands of daily wear without compromising on comfort. The Zephyr Sunglasses come with anti-reflective coating to reduce glare and enhance your vision, making them ideal for a variety of outdoor activities. The adjustable nose pads and temple tips ensure a personalized fit, providing a secure and comfortable wear. Whether you're strolling through a city street or enjoying a day at the beach, the Zephyr Sunglasses are the perfect accessory to complete your ensemble.",/images/generic_product_image.jpg,109.99,/images/generic_product_image.jpg
Dresses,dress,Yellow Floral Print Maxi Dress,"Introducing the Yellow Floral Print Maxi Dress, a vibrant and elegant addition to any woman's wardrobe. This dress is designed to make a statement with its cheerful floral pattern, offering a perfect balance of style and comfort. The dress features a flattering V-neckline and spaghetti straps, which highlight the shoulders and add a touch of femininity. The maxi length ensures a flowing, graceful silhouette, making it perfect for a variety of occasions from casual gatherings to more formal events.

Crafted from a soft, breathable blend of 60% cotton and 40% rayon, this dress feels luxurious against the skin and drapes beautifully, enhancing the dress's flowy shape. The fabric is both lightweight and comfortable, ensuring you can wear it all day without discomfort. The dress is completed with a gently pleated skirt that adds a subtle texture and movement to the overall look.

The Yellow Floral Print Maxi Dress is incredibly versatile, easily transitioning from day to night. Pair it with sandals and a sun hat for a chic daytime look, or dress it up with heels and statement jewelry for a sophisticated evening ensemble. Its vibrant color and elegant design make it a standout piece that will quickly become a favorite in your wardrobe.",/images/generic_product_image.jpg,89.99,/images/generic_product_image.jpg
